filename,latent,content,sae,is_refusal_related,layer,base_name
layers.6_latent937.txt,937,"""The token often represents an unknown or placeholder character, but when it's not, it's often associated with words that have a rough or coarse meaning, or used in contexts where something is being created or described, such as in art or writing.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent309.txt,309,"""The negation word \""not\"" often used in sentences to indicate the opposite or absence of something, sometimes in the form of contractions like \""won't\"" or \""will not\"".""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent126.txt,126,"""Various German words and phrases, often with the prefix \""über\"" or \""aus\"", and the English word \""which\"" used in phrases to indicate a condition or circumstance, as well as the word \""not\"" used in conditional statements.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent592.txt,592,"""The tokens \""ASS\"" and \""NA\"" appear to be placeholders or variables, often used in names or identifiers, and are not necessarily related to their literal meanings.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent963.txt,963,"""The tokens \""down\"" and \""fall\"" are often used in idiomatic expressions, with \""down\"" typically indicating a physical or metaphorical lowering, and \""fall\"" often signifying a decline, failure, or surrender, while also being used to describe the season.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent506.txt,506,"""Auxiliary verbs, particularly \""do\"", \""does\"", \""did\"", \""don't\"", \""doesn't\"", and \""can\"", often used in interrogative or negative sentences, or to express ability or possibility.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent675.txt,675,"""The token \""fall\"" and its variations, often used to describe a change in state, a decrease, or a downward motion, and sometimes used as a metaphor for failure or decline, or to describe a season.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent998.txt,998,"""Contractions, often used in informal writing or spoken language, to shorten phrases such as \""is\"", \""are\"", \""am\"", \""have\"", and \""not\"".""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent681.txt,681,"""Adjectives describing something as not genuine, incorrect, or lacking in some way, often with connotations of being artificial, false, or invalid.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent947.txt,947,"""A variety of tokens, often function words, punctuation, or suffixes, that appear in various contexts, including but not limited to, prepositions, articles, and verb conjugations, sometimes indicating a transition or connection between clauses or phrases.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent125.txt,125,"""Negation, often expressed through the use of \""not\"", \""don't\"", \""can't\"", \""won't\"", or \""'t\"", and sometimes \""neither\"" or \""never\"", to indicate the absence or opposite of something.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent667.txt,667,"""The token \""deny\"" or its variations, often used in the context of refusing or rejecting something, or in the context of computing and information security, referring to the denial of services or access.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent412.txt,412,"""Function words and suffixes, often indicating a relationship or a state, such as \""all\"", \""long\"", \""well\"", \""as\"", \""of\"", \""to\"", \""up\"", \""not\"", \""the\"", and \""even\"", as well as some nouns and proper nouns.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent920.txt,920,"""The word \""not\"" is often used as a negation, and is frequently used in phrases or sentences to indicate the opposite or absence of something.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent180.txt,180,"""Negation words or phrases, often used to indicate the absence or opposite of something, typically expressed through words such as \""not\"", \""cannot\"", \""don't\"", \""won't\"", \""no\"", or \""never\"".""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent846.txt,846,"""Modal verbs such as \""can\"", \""may\"", \""be\"", \""have\"", \""is\"", \""are\"", \""could\"", and \""not\"" are used to express possibility, ability, permission, or negation in various contexts.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent461.txt,461,"""A variety of tokens, often representing a single character or a short sequence, that appear to be related to formatting, coding, or typing errors, and are not necessarily part of the main text content.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent791.txt,791,"""The negation word \""not\"" is often used in formal or written contexts to convey a sense of negation or contradiction, and is sometimes contracted to \""'t\"" or \""n't\"" in informal or spoken contexts.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent445.txt,445,"""Negation words or phrases, often used in formal or polite language, such as \""not\"", \""don't\"", \""do not\"", or \""or\"" in specific contexts, and repetitive phrases like \""in same\"" or \""same\"" indicating a need for varied responses.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent446.txt,446,"""The previous analysis was complete bull, and the actual pattern is that there is no pattern, just a bunch of random words like \""to\"", \""is\"", \""was\"", and \""has\"" that don't mean anything.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent784.txt,784,"""Adjectives describing concepts, environments, or objects that are not tangible, such as \""virtual\"", \""abstract\"", \""theoretical\"", \""digital\"", \""hypothetical\"", \""imaginary\"", \""fictional\"", or \""simulated\"", often contrasted with \""physical\"".""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent426.txt,426,"""Polite expressions encouraging the reader to ask questions or seek help, often using phrases such as \""feel free to ask\"" or \""don't hesitate to ask\"".""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent320.txt,320,"""The token \""don\"" is often used in the contraction \""don't\"", which is a negation of the verb \""do\"", frequently used in imperative sentences to advise or warn against a particular action.""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent603.txt,603,"""Negation words or phrases, often used to express inability, refusal, or contradiction, typically in the form of \""not\"", \""don't\"", \""can't\"", or \""won't\"".""",smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-lmsys-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent198.txt,198,"""The token \""not\"" is often used to negate a statement or possibility, while the term \""library\"" typically refers to a collection of resources or information, sometimes in a digital or physical context.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent506.txt,506,"""Auxiliary verbs, particularly \""do\"", \""does\"", \""did\"", and \""don't\"", often used in interrogative or imperative sentences, or in phrases expressing negation or prohibition.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent381.txt,381,"""Words related to physical or emotional states of being at ease or not, often describing a sense of relaxation, calmness, or the opposite, discomfort, unease, or anxiety.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent193.txt,193,"""The token \""don\"" is often used in the negative form \""don't\"" to indicate prohibition or negation, while \""donate\"" and \""donations\"" are related to giving or contributing something, and \""organ\"" is sometimes used as a noun to refer to a part of the body or an organization.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent675.txt,675,"""Verbs and nouns related to falling, dropping, or descending, often used in various contexts such as physical movement, decline, or change in state.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent676.txt,676,"""A placeholder or variable name, often used to represent a person or entity, and is frequently used in a context where a specific name is not provided or is being referred to in a generic or anonymous manner.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent36.txt,36,"""The token \""resist\"" often appears in contexts where an individual is unable to control their actions or emotions, or where an external force is being opposed, and is frequently associated with strong emotions or desires.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent752.txt,752,"""Modal verbs \""can\"", \""could\"", \""cannot\"", and \""should\"" expressing ability, possibility, permission, or obligation.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent95.txt,95,"""The token \""all\"" or \""every\"" often used in negation to convey that not everything or everyone is included, and the token \""rest\"" often used to convey a state of inactivity or a remaining part of something.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent703.txt,703,"""The negation \""not\"" is often used in contractions, such as \""aren't\"", \""isn't\"", \""wasn't\"", \""don't\"", \""won't\"", and \""doesn't\"", to indicate the absence or negation of something.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent978.txt,978,"""Negation, often in the form of \""won't\"" or \""will not\"", used to express a negative outcome or possibility.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent418.txt,418,"""Punctuation marks and common function words, often used in a variety of contexts, including but not limited to, mathematical expressions, programming code, and everyday writing.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent801.txt,801,"""Negation in text, often expressed through contractions or the word \""not\"".""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent76.txt,76,"""The prefix \""ter\"" often appears in words related to earth or land, while the word \""not\"" is commonly used as a negation in sentences, and the symbol \""]\"" is often used to denote the end of a list or a quotation.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent289.txt,289,"""The adverb \""never\"" is used to indicate that something has not happened before, often in the context of a new or unfamiliar experience, and is frequently used in phrases that express a sense of novelty or surprise.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent457.txt,457,"""The indefinite article \""a\"" is often used to indicate a singular, non-specific noun, and is commonly found in various contexts, including but not limited to, purchasing, acquiring, or referring to a single item or entity.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent488.txt,488,"""A repetitive sequence of instructions and responses, with the assistant being asked to provide descriptive answers to various programming-related questions, while being reminded not to repeat answer sentences and to follow the system instructions.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent784.txt,784,"""The term \""virtual\"" is often used to describe a non-physical environment, object, or entity, such as a virtual machine, virtual reality, or virtual assistant, while \""abstract\"" is used to describe concepts or ideas that are not tangible or concrete, such as abstract algebra or abstract data types.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent473.txt,473,"""Indefinite articles \""a\"" and \""an\"" used to introduce nouns, often preceding a singular noun that is not previously mentioned.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent113.txt,113,"""A placeholder or variable name, often used to represent a person, entity, or concept, and is frequently used in a context where a specific name or identifier is not provided or is not relevant.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent84.txt,84,"""A placeholder or variable name, often used in a context where a specific name or identifier is needed, but not provided.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent201.txt,201,"""The token \""light\"" often represents illumination or something that is not heavy, and is sometimes used figuratively to describe something as carefree or humorous, while \""lighter\"" is used to describe something as less heavy or serious, and \""mild\"", \""dry\"", \""small\"", \""dark\"", and \""okay\"" are used to describe something as moderate or unobjectionable.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.25_latent59.txt,59,"""A sequence of characters that appear to be prefixes or parts of words, often with a length of 2-4 characters, and are not necessarily meaningful on their own.""",smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k-layer-25,True,25,smollm2-sparsify-INS-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent928.txt,928,"""Negation words or phrases, often used to indicate the absence or opposite of something, including \""not\"", \""don't\"", \""can't\"", \""won't\"", \""never\"", \""neither\"", and \""nor\"".""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent747.txt,747,"""Special characters or sequences of characters used for commenting, documentation, or markup in various programming languages and formats, often indicating the start of a comment or a section of code that is not executed.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent730.txt,730,"""Negation, often expressed through the use of \""not\"", \""'t\"", or \""no\"", to indicate the absence or opposite of something.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent537.txt,537,"""Prepositions and articles often precede nouns, while verbs and adjectives often follow nouns, and sometimes function words like \""is\"", \""to\"", \""in\"", \""of\"", \""on\"", \""at\"", \""with\"", \""for\"", \""about\"", and \""not\"" are used to connect clauses or phrases.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent606.txt,606,"""Modal verbs expressing ability, possibility, permission, or obligation, often used to convey what someone or something can or cannot do.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent5.txt,5,"""The examples provided are too diverse and do not show a consistent pattern.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent927.txt,927,"""A placeholder or variable name used to represent an individual or entity in a text, often used in a context where the actual name is not provided or is not relevant.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent376.txt,376,"""Words related to rules, regulations, and limitations, often indicating something is restricted, prohibited, or strictly controlled.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent506.txt,506,"""Auxiliary verbs, particularly \""do\"", \""does\"", \""did\"", \""don't\"", and \""doesn't\"", often used in questions, negations, and emphatic statements, and sometimes in idiomatic expressions or to form the present or past tense of other verbs.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent558.txt,558,"""The prefix \""sub\"" often denotes a subordinate or secondary relationship, while \""not\"" is used for negation, and \""about\"" is used to inquire or discuss a topic.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent125.txt,125,"""Negation words or phrases, such as \""not\"", \""don't\"", \""won't\"", \""can't\"", \""no\"", and \""aren't\"", used to express absence, denial, or contradiction, often in formal or informal writing and speech.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent749.txt,749,"""The word \""mechanism\"" often refers to a system or process that explains how something works, while \""cannot\"" is a modal verb used to express inability or impossibility.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent85.txt,85,"""The token \""not\"" is used to negate a preceding modal verb, while \""have\"" is used as an auxiliary verb, often following a modal verb.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent703.txt,703,"""The negation of a statement, often used to express contrast, contradiction, or absence, typically using the words \""not\"", \""isn't\"", \""aren't\"", or \""'t\"".""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
layers.6_latent168.txt,168,"""Expressions of uncertainty or doubt, often used in phrases such as \""I'm not sure\"" or \""I guess\"", to convey a lack of confidence or clarity in one's thoughts or actions.""",smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k-layer-6,True,6,smollm2-sparsify-PRE-50M-token-6_25-layers-32-expansion-64-k
